List,ID,Time,Word,Translation
History,1578130,638606773984456739,"金蔵, かねぐら, 金庫, きんぞう","treasure house, treasury, , financial supporter, patron, financier, backer"
History,1220060,638606771660070228,"幾分, いくぶん","somewhat, to some extent, to some degree, , part, portion"
History,1597350,638606432797884992,"段々, だんだん, 段段","gradually, by degrees, little by little, more and more, increasingly, asteittain, vähitellen, 점점, 점차, 서서히, 逐漸, 逐渐, 漸漸, 渐渐, 漸次, 渐次, , steps, stairs, staircase, terrace"
History,1009320,638606432720753123,"どんどん, ドンドン","drumming (noise), beating, pounding, banging, booming, stamping, nopeasti, äkkiä, 빨리, 어서, 迅速, 快速, 急速, 趕快, 赶快, , rapidly, quickly, steadily, continuously, one after the other, in succession"
History,1176120,638605312287677102,"円盤, えんばん","disk, discus, platter, kiekko, 디스크, 원반, 鐵餅, 铁饼, , flying saucer, disc media (CD, DVD, etc.), 圓盤, 圆盘"
History,1597040,638605065251206057,"立つ, たつ, 発つ","to stand, to rise, to stand up, seisoa, seistä, 서다, 站, 站立, 立, , to find oneself (e.g. in a difficult position), to depart (on a plane, train, etc.), nousta, nousta ylös, nousta seisomaan, 올라서다, 站起來, 站起来"
History,1240300,638604539791797722,"極限, きょくげん","utmost limits, extremity, ääripiste, ääri-, laita-, ääri, reuna-, 극한, 極端, 极端, , limit, raja-arvo"
History,2034520,638604246935376605,でさえ,"even (e.g. even a child), edes, , as long as (it is, you are, etc.), (if) only, just"
History,2842614,638604246558894062,"タダ見, タダみ, ただ見, 只見, ただみ","watching without paying (a film, play, etc.), watching for free (e.g. on illegal streaming sites), reading for free (e.g. pirated manga)"
History,2014660,638604236602885451,"いったい何なんですか, いったいなんなんですか","what is it exactly?, what is it precisely"
History,1637600,638603828785230285,"暴れん坊, あばれんぼう","rambunctious kid, wild kid, , hooligan, rowdy, roughneck, a rough"
History,1586210,638603376490852599,"明かり, あかり, 明り, 灯り, 灯, 灯かり, 灯火","light, illumination, glow, gleam, valaisin, lamppu, 불, 光源, , lamp, öljylamppu, valo, 램프, 전등(電燈), 등불, 광명, 빛, 광, 燈, 灯, 電燈, 电灯, 光, 光亮"
History,1425050,638602754874999734,"中途半端, ちゅうとはんぱ","halfway, half measures, unfinished, incomplete, by halves, half-baked, half-cocked, half-hearted, half-arsed, half-assed, epätäydellinen, vaillinainen, puutteellinen, keskeneräinen, 不完整的, 不完全的"
History,1226590,638602532093384929,"吉備団子, きびだんご, 黍団子","sweet dumpling made with mochi flour and (sometimes) millet flour (famous product of Okayama), , millet dumplings"
History,1226580,638602531973208216,"黍, きび, 稷, きみ, キビ","(common) millet (Panicum miliaceum), proso millet, hirssi, 기장, 小米"
History,1575830,638602531944529389,"粟粒, あわつぶ, ぞくりゅう","millet grain, , something extremely tiny"
History,2844752,638602531914369414,"粟, ぞく","millet, grain, , stipend in rice, 10,000th of a shaku"
History,1106280,638602531389638861,"ピーナッツバター, ピーナツバター, ピーナッツ・バター, ピーナツ・バター","peanut butter, maapähkinävoi, 땅콩버터, 花生醬, 花生酱"
History,2810440,638602531308657915,"ココアパウダー, ココア・パウダー","cocoa powder, kaakaojauhe, 코코아 가루, 可可粉"
History,1050010,638602531263292762,ココア,"cocoa (beverage, cocoa solids), hot chocolate, kaakao, 핫초코, 코코아, 熱巧克力, 热巧克力, , kaakaojauhe, 熱可可, 热可可, 一杯熱可可, 一杯热可可, 可可粉"
History,1376640,638602531165253898,"正に, まさに","exactly, just, precisely, really, truly, surely, certainly, without doubt, sama, 바로, , right (when), just (as), just (about to), on the point of, on the verge of, on the brink of, really (ought to), certainly (should), naturally, se"
History,2842165,638601919495539293,"郵便区, ゆうびんく","postal delivery zone, postal zone"
History,1397720,638599384618215019,"訴える, うったえる","to raise, to bring to (someone's attention), pyytää, vedota, 고소하다, 起訴, 起诉, , to appeal to (reason, emotions, etc.), to work on (one's emotions), to play on (one's sympathies), to complain, to sue (a person), to take someone to court, to resort to (e.g. arms, violence), nostaa kanne, haastaa oikeuteen, valittaa, tehdä valitus, 고소(告訴)하다, 고발(告發)하다, 投訴"
History,1401000,638599382772944509,"相手, あいて","companion, partner, company, pari, kumppani, 상대방(相對方), 상대(相對), 對方, 对方, , other party, addressee, opponent (sports, etc.), vastine, vastustaja, vastapuoli, vihollinen, 적대자(敵對者), 애드버서리, 경쟁자(競爭者), 敵手, 敌手, 對手, 对手"
History,1562800,638599368965857277,"湾, わん","bay, gulf, inlet, lahti, merenlahti, 만(灣), 海灣, 海湾, 灣, 湾, , 만"
History,1217040,638599367757176510,"岸, きし","bank, coast, shore, penkka, törmä, äyräs, töyräs, ranta, rantapenger, rannikko, 둑, 岸, , 물가, 바닷가"
History,1602360,638599364623819961,"広がる, ひろがる, 拡がる","to spread (out), to extend, to stretch, to reach to, to get around, to fill (e.g. a space), levitä, 퍼지다, 傳遍, 传遍, , laajentua, laajeta, 擴大, 扩大"
History,1421420,638599363605509673,"地盤, じばん, ちばん","ground, crust (earth), bed (gravel, river, etc.), , foundation (building, etc.), base, constituency, power base, support (electoral), footing, foothold"
History,1475530,638599362832642319,"薄暗い, うすぐらい, うす暗い","dim, gloomy, hämyinen, hämärä, synkkä, pimeä, 陰沉, 阴沉, 陰鬱, 阴郁, , himmeä, ankea, 昏, 昏暗, 暗淡"
History,2013560,638599361135195840,"流れ落ちる, ながれおちる","to run off (fluid), to run down, to flow down"
History,1523760,638599359519457538,"盆地, ぼんち","basin (e.g. between mountains), allas, valuma-alue, 流域"
History,1611440,638599358923091922,"麓, ふもと, 梺","foot (of a mountain or hill), bottom, base, 山麓"
History,1260530,638599358218174666,"険しい, けわしい, 嶮しい","precipitous, rugged, inaccessible, impregnable, steep, jyrkkä, 가파르다, 陡, , grim, severe, stern"
History,1430220,638599357054241189,"頂上, ちょうじょう","top, summit, peak, huippu, huippukohta, latva, nuppi, pää, vuorenhuippu, 산꼭대기, 巔峰, 巅峰, , 꼭대기, 산정(山頂), 정상(頂上), 尖峰, 頂峰, 顶峰, 頂, 顶, 高峰, 最高點, 最高点"
History,1632290,638599356375736515,なだらか,"gently sloping, gentle, gradual, easy, , smooth (process), gentle (e.g. tone of voice), slow (e.g. growth)"
History,1297950,638597353271065260,"作物, さくもつ","crop, crops, (agricultural) produce, farm products, viljelykasvi, viljelyskasvi, satokasvi, hyötykasvi, 作物"
History,1664340,638596899276784349,"沢蟹, さわがに, サワガニ",Japanese freshwater crab (Geothelphusa dehaani)
History,2531890,638596894700821864,"陸上部, りくじょうぶ",track and field club
History,1150470,638596891525691112,"愛でたし, めでたし","happy, auspicious, propitious, joyous"
History,2221830,638596891505657410,"目出度し目出度し, めでたしめでたし, 愛でたし愛でたし","and they all lived happily ever after, , having a happy ending, ending without incident"
History,1545360,638596654237405411,"容易い, たやすい","easy, simple, light, helppo, 容易, 簡單, 简单"
History,1565720,638595911843850878,"囮, おとり, 媒鳥, ばいちょう","decoy (for hunting), stool, houkutin, houkutuslintu, , lure, stool pigeon, trap"
History,1448480,638595892066528430,"盗聴, とうちょう","interception (email), wiretap, bug, salakuuntelu, 감청, 竊聽, 窃听"
History,1386110,638595891972244086,"窃盗, せっとう","theft, stealing, larceny, varas, voro, ryöväri, rosvo, 도둑, 賊, 贼, 盜賊, 盗贼, 小偷, 宵小, 竊賊, 窃贼, , varkaus, 도둑질, 절도, 훔침, 盜竊, 盗窃, 偷竊"
History,2176820,638595890906172966,"青龍, せいりょう, 青竜, しょうりょう, せいりゅう","blue dragon (an auspicious creature in Chinese mythology), , Azure Dragon (god said to rule over the eastern heavens)"
History,2251770,638595890797765462,"幻獣, げんじゅう","cryptid (unidentified mysterious creature), mythical beast"
History,2541630,638595890097896657,"高得点, こうとくてん",high score
History,1291780,638595889578507809,"座り込み, すわりこみ","sit-in (protest), sit-down (strike), istumalakko, 농성, 靜坐, 静坐, , sit-in, 靜坐示威"
History,1291790,638595889526852119,"座り込む, すわりこむ, 坐り込む","to (enter and) sit down, to plop oneself down, to plant oneself down, , to sit down (and refuse to move), to sit in (in protest)"
History,1450420,638595889351006336,"逃げ惑う, にげまどう, 逃げまどう, 逃惑う",to run about trying to escape
History,1567580,638595888094993445,"もみ消す, もみけす, 揉み消す, 揉消す","to stub out (e.g. a cigarette), to crush out, to smother (fire), , to hush up, to cover up, to stifle, to suppress"
History,1318250,638595887058725113,"自体, じたい","itself, ihme, kumma, 도대체, 대체, 究竟, 到底, , one's own body, oneself, originally, naturally, by nature, from the start"
History,1175300,638595885517312685,"越す, こす, 超す","to cross over (e.g. mountain), to go across, , to get over (e.g. hardship), to pass time (e.g. a winter), to surpass, to be better than, to exceed, to move house, to come"
History,1335080,638595884626461268,"十分, じゅうぶん, 充分","enough, sufficient, plenty, adequate, satisfactory, tarpeeksi, riittävästi, kylliksi, kyllin, riittävän, 충분히, 夠, 够, 足夠, 足够, 充足, 足, , sufficiently, fully, thoroughly, well, perfectly, division into ten, jo riittää"
History,2847552,638595883974892653,ナメる,"to look down on (someone), to make fun of, to put down, to treat with contempt, to underestimate"
History,1331960,638595883741328449,"修学旅行, しゅうがくりょこう","excursion, field trip, school trip, luokkaretki, opintoretki, opintomatka, 實地考察, 实地考察"
History,1491600,638595883505063486,"不確か, ふたしか","unreliable, uncertain, indefinite, unclear"
History,1512100,638595883333790757,"辺境, へんきょう, 辺疆","remote region, outlying district, border district, frontier, rajoittuva, 窮鄉僻壤, 穷乡僻壤, , takapajula, marginaalinen"
History,1285520,638595631532888670,"豪華, ごうか","extravagant, lavish, opulent, luxurious, magnificent, splendid, fancy, gorgeous, loistokas, 호화(豪華), 豪華, 豪华, , 壯麗, 壮丽, 燦爛, 灿烂"
History,1404200,638595631367701538,"即死, そくし",instant death
History,1206070,638595630708788700,"覚める, さめる, 醒める","to wake, to wake up, herätä, 눈뜨다, 일어나다, 醒, 醒來, 醒来, , to become sober, to sober up, to regain consciousness (e.g. after anaesthesia), to come to one's senses, to be disillusioned"
History,1584690,638594129956534114,"面, つら, 頬, ツラ","face, mug, kasvot, 낮짝, 臉, 脸, 面孔, , surface, cheek meat, cheeks, surrounding area, 얼굴"
History,2008360,638594129843611843,しみったれる,"to be stingy, to be tightfisted"
History,2055200,638594128891544309,"連帯責任, れんたいせきにん","collective responsibility, joint liability, 연대채무"
History,1296750,638594124702187187,"罪人, ざいにん","criminal, lawbreaker, wrongdoer, offender, syntinen, 죄인(罪人), 罪人, , syyllinen, 罪犯, 犯罪分子"
History,1802510,638594124402695536,"脱兎, だっと","(metaphor for) something unusually fast, fleeing hare"
History,2847210,638594124078320464,"ハンデ, ハンディ","handicap, tasoitus, 장애, , vamma"
History,1947840,638594123810169911,"優勝候補, ゆうしょうこうほ","favorite (top choice) for the championship (favourite), best bet for the title"
History,1588240,638594123678010530,"打ち取る, うちとる, 討ち取る, 打ちとる, 討ちとる, 打取る, 討取る, 撃ち取る","to kill (with a weapon), to slay, , to defeat (an opponent), to beat, to get (a batter) out"
History,1693830,638594123427422031,"お手つき, おてつき, お手付き, 御手付き","touching a wrong card (in karuta), buzzing too early (in a quiz), , making a mistress of a servant, mistress (who is one's servant)"
History,1343390,638594122822887136,"所有, しょゆう","one's possessions, ownership, omistaa, 소유하다, 拥有, 有, 所有, , omistajuus, olla, 소지하다, 佔有, 占有, 抱有, 具备, 具有, 具備, 擁有"
History,1518180,638594122531044055,"豊富, ほうふ","abundant, plentiful, rich, ample, rikkaus, 많음, 豐富, 丰富, , runsaus, yltäkylläisyys, ylenpalttisuus, runsaasti"
History,1611180,638594122392970502,"恥知らず, はじしらず","shameless, shameless person, häpeilemätön, 뻔뻔하다, 뻔뻔스럽다, 몰염치하다, 無恥, 无耻, 恬不知恥, 不要臉, 不要脸, 厚顏無恥, 厚颜无耻"
History,1319610,638594122297356459,"執り行う, とりおこなう",to hold a ceremony
History,1278800,638594121986549397,"恒例, こうれい","established practice, custom"
History,1445470,638594121583900077,"土地, とち, どおじ, どじ, どち","plot of land, lot, soil, maa, 땅, 뭍, 토지(土地), 육지, 土地, 陸地, 陆地, , locality, region, place"
History,2660370,638594121448904599,"非加盟国, ひかめいこく","non-member state, non-member nation"
History,1164350,638594121157525187,"一掃, いっそう","clean sweep, purging, doing away with, eradication, tuhota, pyyhkäistä pois, 무찌르다"
History,1387890,638594121036722100,"先住民, せんじゅうみん","indigenous people, native people, aborigines, alkuperäiskansa, 원주민, 原住民"
History,1562860,638594120396798232,"腕試し, うでだめし",trying one's ability
History,2004390,638594119280659580,"下, もと, 許","under (guidance, supervision, rules, the law, etc.), alas, alaspäin, 밑, 下, , under (a flag, the sun, etc.), beneath, with (e.g. one blow), on (the promise, condition, assumption, etc. that ...), in (e.g. the name of), (someone's) side, (someone's) location, alla, alapuolella, alempana, 아래, 아래에, 之下, 底下, 以下, 下面"
History,1606090,638594118809521711,"代々, だいだい, 代代","for generations, from generation to generation, generation after generation, through the ages"
History,1191900,638594118763572453,"家系, かけい",family lineage
History,1211310,638594118382011334,"耐える, たえる, 堪える","to bear, to stand, to endure, to put up with, sietää, kestää, 견디다, 承受, , to support, to withstand, to resist, to brave, to be fit for, to be equal to, 맞서다, 버티다, 忍受, 忍耐, 抵禦, 抵御"
History,1289160,638594118122612079,"今頃, いまごろ, 今ごろ","about this time, tähän mennessä"
History,1221170,638594116642179775,"機敏, きびん","clever, shrewd, canny, smart, quick, prompt, virkeä, pirteä, valpas, 기민하다, 경계하다, 警惕, , ketteryys, terävä, fiksu"
History,1255220,638594116120969954,"血筋, ちすじ, 血すじ","lineage, stock, descent, strain, blood relationship"
History,1328010,638594115930222846,"手先, てさき","fingers, fingertips, lammas, 走狗, 走卒, 傀儡, 狗爪子, 跟屁蟲, 跟屁虫, , underling, stooge, tool, pawn, minion"
History,1560840,638594115295799248,"漏る, もる, 洩る","to leak, to run out"
History,1584450,638594111894298355,"末裔, まつえい, 末えい, ばつえい",descendant
History,1786940,638594111680774421,"大罪, だいざい, たいざい","serious crime, grave sin, kuolemansynti, 대죄"
History,2836285,638594110811065194,"抑える, おさえる","to keep within limits (e.g. spending), to restrain (e.g. emotions), to control, to curb, to hold in check, tukahduttaa, vaimentaa, , to hold back (e.g. an enemy), to check, to contain, to quell, to subdue, to suppress, to repress"
History,1200450,638594110205053772,"悔やむ, くやむ, 悔む","to mourn, to lament, , to be sorry, to regret, to repent"
History,1610710,638594109999033848,"楯突く, たてつく, 盾突く, たて突く, 盾つく, 楯つく","to defy, to disobey, to rebel against, to oppose, to resist, pilkata, 조롱하다, 모욕하다"
History,1275070,638594109688631263,"功績, こうせき","achievement, meritorious deed, distinguished service, contribution, 공적"
History,1911670,638593893978145287,"名場面, めいばめん",famous scene (e.g. in a movie or play)
History,1549470,638593305416362407,"利益, りえき, りやく","profit, gains, omistus, sidonnaisuus, intressi, 이익(利益), 利益, , benefit, advantage, good, interests (e.g. of society), grace (of God, Buddha, etc., esp. as attained through rightful actions, prayer, adherence to one's faith, etc.), blessing, miracle, etu, hyöty, tuotto, sato, tuottava, tuottoisa, kannattava, 이익, 유익하다, 유리하다, 得益, 益處, 益处, 贏利, 赢利, 利潤, 利润, 收成, 產量, 产量"
History,2414050,638593305086004998,"傷病手当, しょうびょうてあて","accident and sickness benefits, disability allowance"
History,1205690,638593299559158087,"核分裂, かくぶんれつ","nuclear fission, ydinfissio, fissio, 핵분열, 核裂變, 核裂变, 核分裂, , karyokinesis (division of a cell nucleus during mitosis or meiosis)"
History,1504510,638593299324821799,"分裂, ぶんれつ","split, division, break up, fissio, halkeaminen, jakautuminen, 분열, 分裂, , jaettu"
History,1038070,638593295055057341,カフェイン,"caffeine, kofeiini, 카페인, 咖啡因, 咖啡鹼, 咖啡碱"
History,1413890,638593281175867250,"大使館, たいしかん","embassy, suurlähetystö, 대사관(大使館), 大使館, 大使馆, , 대사관"
History,2183720,638593279914627621,シトラス,"citrus (fruit), sitrushedelmä, 감귤, 감귤류, 柑橘類, 柑橘類水果, 柑橘类, 柑橘类水果, 柑橘屬, 柑橘屬水果, 柑橘属, 柑橘属水果, 柑橘, , 시트러스"
History,2831569,638593279900279168,"柑橘, かんきつ","citrus, citrus fruit, sitrushedelmä, 감귤, 감귤류, 柑橘類, 柑橘類水果, 柑橘类, 柑橘类水果, 柑橘屬, 柑橘屬水果, 柑橘属, 柑橘属水果, 柑橘"
History,1937750,638593279598316838,"修士論文, しゅうしろんぶん","master's thesis, pro gradu -työ, diplomityö, maisterintutkielma, 碩士論文, 硕士论文"
History,1206550,638593279484725989,"学位論文, がくいろんぶん","thesis, dissertation, tieteellinen tutkielma, 論文, 论文"
History,1575070,638593276099080558,"鵞鳥, がちょう, 鵝鳥, ガチョウ",goose
History,1467260,638592565597515343,"任務, にんむ","duty, function, office, mission, task, suoritus, päämäärä, 임무(任務), 사명(使命), 문제(問題), 任務, 任务, 使命, , 課題, 课题, 作業, 作业"
History,1330080,638592565523434749,"受領, じゅりょう","receipt (of a letter, money, etc.), acceptance, receiving"
History,1493160,638592555967559883,"不真面目, ふまじめ, 不まじめ, 不マジメ, ふマジメ","not serious, frivolous, insincere, unsteady"
History,1948410,638592554216605713,"立候補者, りっこうほしゃ",candidate (for an election)
History,1551650,638592554198015248,"立候補, りっこうほ","candidacy, standing as a candidate, bidding (to host an event, e.g. the Olympics), 후보, 參選人"
History,1400550,638592553451725987,"燥ぐ, はしゃぐ","to make merry, to frolic, to be in high spirits"
History,1396850,638592552355595902,"祖父母, そふぼ","grandparents, isovanhempi, 조부모, 祖父母, , isovanhemmat"
History,1439580,638592552047623452,"天然, てんねん","nature, spontaneity, reikäpää, tyhjäpää, 자연, 呆頭呆腦, 呆头呆脑, , natural airhead, luonnollinen, luonnonmukainen, 自然"
History,1364940,638592263668504838,"神話, しんわ","myth, legend, myytti, jumalaistaru, 신화(神話), 神話, 神话, , myyttinen, tarusto, mytologia, 신화적, 신화"
History,1388660,638589980240306003,"先約, せんやく","previous engagement, prior contract"
History,1284850,638589977543298005,"合宿, がっしゅく","lodging together, training camp, boarding house"
History,1324250,638589967726502885,"釈然, しゃくぜん, せきぜん","fully satisfied (with an explanation, apology, etc.), happy, cleared of doubt"
History,2009140,638583980855973448,とっぷり,"completely, fully, entirely"
History,2055700,638583980827076622,どっぷり,"totally (immersed in something, e.g. liquid, work), addicted"
History,2061530,638583951909671048,"癒し系, いやしけい, いやし系","therapy, healing, rejuvenating, refreshing, soothing"
History,1442520,638583573549814061,"殿下, でんか, てんが","your Highness, his Highness, her Highness, teidän korkeutenne, 전하(殿下), 殿下, 閣下, 阁下, , ylhäisyys"
History,1508740,638583573248463034,"陛下, へいか","Your Majesty, His Majesty, Her Majesty, majesteettinne, 폐하(陛下), 마마, 陛下, 萬歲, 万岁, , Hänen Majesteettinsa, majesteetti, herra, 폐하"
History,1373680,638582727669282554,"澄む, すむ, 清む","to become clear (water, air, etc.), to become transparent, , to resonate clearly (e.g. voice), to become serene, to become tranquil, to be free of worries, to pronounce as an unvoiced sound"
History,1887210,638582727606718624,"棲む, すむ, 栖む","to live (of animals), to inhabit, to nest"
History,1817810,638580524044109410,"息災, そくさい","good health, , stopping misfortune, preventing disaster"
History,2194540,638580017272272713,"わらび餅, わらびもち, 蕨餅","bracken-starch dumpling, type of dumpling traditionally made using bracken starch"
History,1522060,638579672906394757,"堀, ほり, 濠, 壕","moat, fosse, vallihauta, 해자, 호, 護城河, 护城河, 城壕, 城河, , canal, ditch"
History,2599410,638576677014923808,"流しそうめん, ながしそうめん, 流し素麺, 流し索麺",fine white noodles served flowing in a small flume
History,1565540,638575697395438911,"噎せる, むせる, 咽せる, 咽る","to choke, to be choked by, to be stifled by"
History,1250090,638575117421850914,"型, かた, がた","type, style, model, pattern, tyyppi, 형, 模式, 樣式, 样式, 模樣, 模样, 模形, , mold, mould, template, impression, kata (set sequence of positions and movements in martial arts), style (in kabuki, noh, etc.), form, convention, tradition, (standard) form, formula, usage, (set) size, inches (in sizes of displays, disks, image sensors, etc.), (taxonomical) form, alkuperäinen, originaali, malli, muoto, kuvio, tYP, 양식(樣式), 패턴, 모형(模樣), 모식(模式), 모양(模樣), 형식(形式), 형(形), 形狀, 形状, 形式"
History,1236600,638575117405751694,"強力, きょうりょく","powerful, strong, vahva, kestävä, luja, vankka, 굳세다, 強力, 强力, , voimakas, mahtava, voimallinen, tehokas, 강하다, 강력하다, 強大, 强大, 強勁, 强劲"
History,2011120,638575115491839510,"取り押さえる, とりおさえる, 取り押える, 取押える, 取り抑える, 取抑える","to seize, to capture, to arrest, , to hold down, to subdue"
History,1167850,638575113326786889,"稲光, いなびかり","(flash of) lightning, salama, salamointi, 번개, 閃電, 闪电"
History,1351470,638575113124999634,"肖像画, しょうぞうが",portrait
History,1676410,638575112845669994,"恐れ多い, おそれおおい, 畏れ多い, おそれ多い","awesome, awe-inspiring, august, , discourteous (to a superior), lacking due respect"
History,1456640,638575112317633993,"突き刺さる, つきささる, 突刺さる, 突きささる","to stick into, to pierce, to run into"
History,1633370,638575112047467261,"疾うに, とうに","long ago, a long time ago, already"
History,1841410,638575110767379599,"白星, しろぼし","white circle, white star, , victory mark"
History,1421180,638575109920973717,"地上, ちじょう","above ground, on the ground, earth's surface, 지상, , this world, this earth"
History,2056520,638575109102750752,"見える, まみえる, 謁える","to have an audience, to meet, to see, silminnähtävä, , to face (an enemy), to confront, to serve (esp. as one's wife)"
History,1341330,638575108962618914,"准将, じゅんしょう","commodore, brigadier general, prikaatinkomentaja, prikaatinkenraali, 준장, 准將, 准将"
History,1157090,638575108818899435,"為さる, なさる, 爲さる",to do
History,2836551,638575108553911155,"魔法陣, まほうじん","summoning circle, magic circle (esp. in fictional settings), , magic square"
History,1342260,638575108321863258,"順位, じゅんい","order, rank, position (e.g. in a race), precedence, sijoitus, 排名, 排行"
History,1222510,638575107641134429,"気配, けはい, きはい","indication, sign, hint, sensation, feeling, läsnäolo, 출석(出席), 있다, , tone (of the market)"
History,1158120,638575107536473283,"異様, いよう","bizarre, strange, eccentric, odd, queer"
History,1601480,638575107061892095,"引き上げる, ひきあげる, 引上げる, 引き揚げる, 引きあげる, 引揚げる, ひき上げる","to pull up, to drag up, to lift up, ottaa takaisin, perua, vetää pois, 취소하다, 제거하다, , to increase, to raise (e.g. taxes), to withdraw, to leave, to pull out, to retire, to promote (someone to a higher position), to return home, to expedite the schedule"
History,1354910,638575106874361981,"乗り込む, のりこむ, 乗りこむ, 乗込む","to board, to embark on, to get into (a car), to man (a ship), to help (someone) into, nousta, astua, 타다, 탑승하다, , to march into, to enter"
History,1207820,638575106485350777,"割り切る, わりきる, 割切る","to find a clear solution, to come to a clean decision, to give a clear explanation, to reason out, to conclude, to be pragmatic, to be practical, , to divide exactly (without remainder), to divide evenly"
History,1600240,638575106150607417,"年齢, ねんれい, 年令","age, years, ikä, jakso, 연령(年齡), 나이, 살, 年歲, 年岁, 歲數, 岁数, 年紀, 年纪, 年齡, 年龄"
History,1560700,638575106057501027,"弄る, いじる, まさぐる","to finger, to touch, to play with, to fiddle with, to toy with, sormeilla, peukaloida, kajota, 竄改, 窜改, 篡改, 亂動, 乱动, 干涉, , to make changes to, to tinker with, to tamper with, to dabble in, to do as a hobby, to play around with, to tease, to make fun of, to grope, to feel around (in one's pocket, bag, etc.)"
History,1354730,638575105691752646,"乗りこなす, のりこなす, 乗り熟す","to manage skillfully, to manoeuvre (e.g. car, horse), to maneuver"
History,1301260,638575105069661391,"三途の川, さんずのかわ, 三途の河",Sanzu River (Buddhist equivalent of the River Styx)
History,2127870,638575104803623912,"臨死体験, りんしたいけん","near-death experience, kuolemanrajakokemus, rajakokemus, 임사 체험, 瀕死經驗"
History,2127860,638575104760890147,"臨死, りんし","near-death, close to death"
History,1637460,638575104090813059,"逸る, はやる, 早る","to be impatient, to be eager, to be restless, to be rash, to be impetuous, , to be excited, to be in high spirits"
History,1615390,638575103787162542,"非科学的, ひかがくてき",unscientific
History,1375390,638575103293407383,"性質, せいしつ","nature, property, disposition, ominaisuus, ominaispiirre, 특질(特質), 性質, 性质, 水準, 水准, , luonne, luonto, 성질(性質)"
History,1363460,638575102999122864,"真下, ました","right under, directly below"
History,1293240,638575101975892904,"再度, さいど","a second time, again, once more, twice, taas, uudelleen, jälleen, toistamiseen, vielä kerran, 다시, 또"
History,2086140,638575100707802397,"血相を変える, けっそうをかえる","to change facial expression or color (due to anger, embarrassment, etc.)"
History,1255310,638575100639651002,"血相, けっそう","expression, looks"
History,1633970,638575099630543651,"鞭, むち, 笞, 韃, 策, ぶち, ムチ","whip, lash, scourge, vitsa, 채찍, 鞭子, 鞭, , stick, cane, rod, pointer, piiska, ruoska, ratsupiiska, raippa"
History,2243650,638575099337819180,"天叢雲剣, あまのむらくものつるぎ, あめのむらくものつるぎ","Ama-no-Murakumo no Tsurugi (heavenly gathering of clouds sword; one of the three Imperial regalia), Ame-no-Murakumo no Tsurugi, 쿠사나기의 검, 天叢雲劍"
History,2243690,638575098920875152,"八尺瓊勾玉, やさかにのまがたま, 八坂瓊曲玉, 八尺瓊曲玉, 八尺瓊の勾玉","large jewel, string of jewels, , Yasakani no Magatama (the grand jewel or string of jewels; one of the three Imperial regalia)"
History,1287780,638574972095729256,"黒焦げ, くろこげ, 黒こげ","charred, burnt black, scorched black"
History,1400050,638574971048280491,"操作, そうさ","operation, management, handling, käyttää, 작용, 运营, 操作, , manipulating (to one's benefit), manipulation, influencing, toiminta"
History,1391240,638574970821833881,"潜む, ひそむ, 潛む, 濳む","to lurk, to be hidden, to be concealed, to lie dormant, to be latent"
History,1533720,638574970455037847,"模様, もよう","pattern, figure, design, kuvio, design, kuviointi, kuosi, aihe, 무늬, 모형(模樣), 圖案, 图案, 圖樣, 图样, 模式, 花樣, 花样, , state, condition, conjecture of the current situation, the way it seems, model, example, indicates that something seems likely (e.g. rain or storm), framework, territorial framework, moyo, 紋樣"
History,1942510,638574970179328375,"中心部, ちゅうしんぶ","central part, heart (of a city, etc.), keskusta, ydinkeskusta, 시내, 도심, 市中心, 中央商業區, 中央商业区"
History,1548560,638574968743218356,"落ち合う, おちあう, 落合う","to meet, to meet up, to rendezvous, to get together, , to join (of roads, rivers, etc.), to flow together"
History,1229180,638574968375610616,"救出, きゅうしゅつ","rescue, extricate, reclaim, deliverance, pelastus, pelastaminen, 구출, 援救, 營救, 营救, 救出, , pelastaa, 구하다, 구출하다, 拯救"
History,2082450,638574968082069285,"大, だい","large, big, great, huge, vast, major, important, serious, severe, arkki-, peri-, 대, 總, 总, 大, , prominent, eminent, distinguished, -sized, as big as, the size of, university, large (e.g. serving size), large option, long month (i.e. having 31 days), iso hätä"
History,1253730,638574967852762417,"激突, げきとつ","crash, smashing (into), ramming, (violent) collision, onnettomuus, törmäys, kolari, 충돌, 추락, 불시착, 크래시, 墜毀, 坠毁, 墜落, 坠落, , clash (of views, interests, teams, etc.), conflict"
History,1333400,638574967732793573,"蹴る, ける","to kick, potkaista, 차다, 踢, 蹴, , to refuse, to reject, to stamp (on the ground), to firmly press one's feet (against something)"
History,1185680,638574967398253401,"下層, かそう","lower layer, layer beneath, alamaailma, 黑社會, 黑社会, , lower strata (classes)"
History,2118230,638574966919259735,"制す, せいす","to control, to command, to get the better of"
History,1374630,638574966896428368,"制する, せいする","to hold back (e.g. emotions), to rein in (e.g. a horse, unruly people), to bridle, , to get the better of, to control, to command"
History,2417300,638574965821461465,"お手柔らかに, おてやわらかに, 御手柔らかに","gently, mildly, leniently, , don't be too hard on me (us, them), go easy on me"
History,2704520,638574965069230376,"長引かせる, ながびかせる","to prolong, to protract, to draw out"
