List,ID,Time,Word,Translation
セックス,1944700,638619921716580422,"肉体関係, にくたいかんけい","sexual relations, physical relations, carnal relations"
セックス,1081450,638620680029964872,"デートクラブ, デート・クラブ",date club
セックス,1601240,638620680204199826,"売春, ばいしゅん","prostitution, prostituutio, 성매매, 매춘, 賣淫, 卖淫, 賣春, , seksityö, 性交易"
セックス,2784840,638621542372500529,ギシギシアンアン,"sex, sexual intercourse, sound of bed creaking and woman moaning"
セックス,2119110,638626106988371976,デリヘル,"prostitution, call girl business"
セックス,1109970,638626107070842003,フェラチオ,"fellatio, blow job, fellaatio, 펠라티오, 구음(口淫), 펠라치오, 口交, 口淫, 吮陽, 吮阳, 咂陽, 咂阳, 吹簫, 吹箫, , ottaa suihin, tehdä fellaatio, ottaa poskeen"
セックス,2185820,638626107128060452,"無修正, むしゅうせい","unaltered, unedited, unamended, uncensored, unexpurgated"
セックス,2061760,638639268668052299,スコスコ,"repeatedly, leaving no stone unturned, walking rapidly, , masturbation"
セックス,2838006,638646894420002344,"平日昼顔妻, へいじつひるがおづま",housewife having an affair while her husband is at work
セックス,2705240,638648730361534516,"本番行為, ほんばんこうい","sexual intercourse (esp. with a prostitute), actual sex (in movies, etc.)"
セックス,1250160,638665224122054826,"契る, ちぎる","to pledge, to vow, to promise, to swear, vannoa, 맹세하다, 發誓, 发誓, 賭咒, 赌咒, , to have sexual intercourse (esp. between husband and wife), to share a bed, vannoa vala, luvata, vakuuttaa"
セックス,1170520,638692824364506013,"陰門, いんもん","vulva, häpy, ulkosynnyttimet, vulva, 보지, 씹, 외음부, 음문(陰門), 外陰, 外阴, 陰門, 阴门, 女陰, 女阴, 陰戶, 阴户"
セックス,1170320,638692824625412139,"陰茎, いんけい, いんきょう","penis, siitin, penis, 음경(陰莖), 자지, 陰莖, 阴茎, 陽物, 阳物, , 음경"
セーラームーン,2173520,638534465325221937,"然らば, さらば","farewell, goodbye, adieu, , if so, in that case, then, and (then)"
セーラームーン,1482710,638534465441685502,"卑怯, ひきょう","cowardly, craven, pelkuruus, 비겁(卑怯), 膽怯, 胆怯, 怯懦, , unfair, mean, sneaky, dirty, dastardly"
セーラームーン,1542910,638534465580777582,"予感, よかん","presentiment, premonition, hunch, aavistus, 예감, 預感, 预感, , to have a premonition, to have a hunch, ennakkoaavistus, etiäinen, 예감(豫感)"
セーラームーン,1237510,638534465665011268,"狂う, くるう","to go mad, to lose one's mind, to go crazy, to go insane, tulla hulluksi, 미쳐지다, 發瘋, 发疯, 發狂, 发狂, , to get out of order, to go amiss, to malfunction, to become imprecise, to go wrong (of a plan or expectation, etc.), to fall through, to get mixed up, to go crazy (over someone or something), to get enthusiastic, to go wild"
セーラームーン,1596030,638534465827669162,"正々堂々, せいせいどうどう, 正正堂堂","fair and square, open and aboveboard"
セーラームーン,1310280,638534466038268744,"支配者, しはいしゃ","governor, leader, ruler, hallitsija, 통치자(統治者), 統治者, 统治者"
セーラームーン,1231930,638534466126900607,"大いなる, おおいなる, 巨なる, 巨いなる","big, large, great"
セーラームーン,1006550,638534466253252625,せっかち,"hasty, impatient, restless, rash"
セーラームーン,1154820,638534466345647054,"案外, あんがい","unexpectedly, surprisingly, , unexpected, unanticipated, unforeseen, surprising"
セーラームーン,1188220,638534466519973667,"仮面, かめん","mask, naamari, 마스크, 가면(假面), 面具, 面罩, , disguise, guise, 탈"
セーラームーン,1327460,638534466599578862,"手ごわい, てごわい, 手強い","difficult, tough, formidable, redoubtable, stubborn"
セーラームーン,1437680,638534466706992233,"徹底的, てっていてき","thorough, exhaustive, complete, perusteellinen, mullistava"
セーラームーン,1451760,638534466785725898,"同じく, おなじく","in the same way, like, likewise, similarly"
セーラームーン,1003420,638534466868217453,"きっちり, キッチリ","exactly, precisely, punctually, on the dot, , closely, tightly, (fitting) perfectly, properly, without fail"
セーラームーン,1483360,638535551072498191,"悲恋, ひれん","blighted love, disappointed love"
セーラームーン,1450260,638535551165018020,"踏みにじる, ふみにじる, 踏み躙る","to trample underfoot, to tread on, to crush with a foot"
セーラームーン,1569130,638535551477389172,"熾烈, しれつ, し烈, しきれつ","fierce (fight, competition, etc.), severe, hot, hard, bitter, keen, cutthroat"
セーラームーン,2110520,638535551539412979,"魔道士, まどうし, 魔導師, 魔導士, 魔道師","sorcerer, wizard, mage"
セーラームーン,1603660,638535551587185021,"膨大, ぼうだい, 厖大, 尨大","huge, vast, enormous, colossal, extensive, large, , swelling, expansion"
セーラームーン,1562580,638535551687372094,"惑わす, まどわす","to bewilder, to perplex, to puzzle, to delude, to mislead, to deceive, , to tempt, to seduce"
セーラームーン,1015890,638535551788081032,アジト,"hideout, secret base of operations, safe house, piilopaikka, piilo, 아지트, 隱匿處, 隐匿处, 巢穴"
セーラームーン,1421090,638535553228055201,"地獄, じごく","hell, helvetti, horna, 지옥(地獄), 地獄, 地狱, 地府, 陰間, 阴间, 閻王, 阎王, 黃泉, 黄泉, 冥界, 冥府, , tuonela, manala, 지옥"
セーラームーン,1393430,638535553470929689,"前世, ぜんせ","one's previous life, previous existence"
セーラームーン,1546930,638535553549225091,"遥か, はるか, 遙か","far away, far off, distant, in the distance, etäinen, kaukainen, etä-, kauko-, kaukana oleva, 원격, 먼, 遠, 远, 遙遠, 遥远, 遠離, 远离, 更遠, 更远, , long ago, long before"
セーラームーン,1382370,638535553657921159,"昔, むかし","olden days, former, antiikki, 고대, 古代"
セーラームーン,1806140,638535553708217322,"月世界, げっせかい","moon, lunar world"
セーラームーン,1522370,638535553750993022,"本気, ほんき","seriousness, earnestness, truth, sanctity, vakava, vakavamielinen, totinen, 嚴肅, 严肃, , 認真, 认真, 嚴重, 严重, 沉重"
セーラームーン,1306160,638535553790080623,"使命, しめい","mission, errand, tehtävä, toimeksianto, 임무(任務), 사명(使命), 任務, 任务, 使命, 差使, , task, duty, obligation, juttu, juokseva asia, 심부름"
セーラームーン,1245450,638535553829198330,"空間, くうかん","space, room, airspace, tila, paikka, 공간(空間), 자리, 겨를, 틈, 짬, 여유(餘裕), 空間, 空间, , avaruudellinen, spatiaalinen, fysikaalinen avaruus, 공간적(空間的), 공간"
セーラームーン,1577915,638535553994197640,"敵, かたき, 仇","rival, opponent, adversary, competitor, enemy (esp. one with which there is longstanding enmity), foe, vihamielinen, 적대적-인, 敵人, 敌人, 仇敵, 仇敌, 敵, 敌, , revenge, spouse, 적(敵), 구적(仇敵), 원수(怨讐), 敵對的, 敌对的, 懷敵意的, 怀敌意的"
セーラームーン,1305740,638535554073878133,"使いこなす, つかいこなす, 使い熟す","to handle (men), to master (a tool), to manage, to acquire a command of (a language)"
セーラームーン,1415270,638535554124387333,"第一, だいいち, 第１","first, foremost, number one, ensimmäinen, 첫째, 첫 번째, 제일(第一), 최초(最初), 第一, 最初, 首先, 先, 最先, , most important, best, greatest, above all, besides, in any case, to begin with, ensinnäkin, ensiksi, ensin, ensi-, alku-, primaarinen, ensisijaisesti, 우선, 먼저, 首, 一來, 一来"
セーラームーン,1419950,638535554164174890,"段階, だんかい","stage, step, phase, vaihe, 단계(段階), 階段, 阶段, , level, rank, grade, gradation, order, stairs, tila, asiaintila, aste, 정도, 등급, 程度"
セーラームーン,1222610,638535554210183401,"気分転換, きぶんてんかん","change of pace, change of mood, (mental) break (e.g. going for a walk), refreshment"
セーラームーン,1519330,638535554314073657,"暴く, あばく, 発く, 曝く, 訐く","to disclose, to divulge, to expose, paljastaa, 揭露, 暴露, 露出, 揭發, 揭发, , to open (a grave), to dig out"
セーラームーン,1571930,638535554402665656,"蛞蝓, なめくじ, ナメクジ","slug, etana, 민달팽이, 활유(蛞蝓), 鼻涕蟲, 鼻涕虫, 蛞蝓, 蜒蚰, 水蜒蚰"
セーラームーン,1309710,638535554549229190,"指揮官, しきかん","commander, commanding officer, CO, komentaja, 사령(司令), 사령관(司令官), 지휘관(指揮官), 司令, 司令官, 指揮官, 指挥官, , 지휘관"
セーラームーン,1983190,638535554644340615,"捥げる, もげる","to be torn off, to come off"
セーラームーン,1545410,638535554707715026,"容赦, ようしゃ","pardon, forgiveness, tolerance, overlooking, anteeksianto, anteeksi antaminen, 용서(容恕), 饒恕, 饶恕, 寬恕, 宽恕, , leniency, mercy, going easy (on someone), armahtaa, 赦免"
セーラームーン,1391030,638535554747806260,"洗脳, せんのう","brainwashing, aivopestä, 세뇌하다, 洗腦, 洗脑, , aivopesu, mielenhallinta, 세뇌(洗腦), 세뇌"
セーラームーン,1003930,638535554793787336,"くよくよ, クヨクヨ","to fret (over), to brood (about), to mope, to worry, poissa tolaltaan, pahoillaan, järkyttynyt, tuohtunut, 懊惱, 懊恼, , worriedly, (fretting) constantly, (worrying) over this and that, (obsessing) to no end"
セーラームーン,1169650,638536109340327945,"引導, いんどう","last words recited to the newly departed, requiem, sielunmessu, , converting people to Buddhism"
セーラームーン,2827575,638536109426836687,"真っ先に, まっさきに, まっ先に","at the very beginning, first of all, first and foremost, before anything else"
セーラームーン,1443200,638536109535658372,"電撃, でんげき","electric shock, sähköshokki, sähköisku, 감전(感電), 電擊, 电击, 電震, 电震, , blitz, lightning attack, sudden and without warning, shocking"
セーラームーン,1307620,638536109606108068,"始末, しまつ, 仕末","management, dealing with, settlement, cleaning up, disposal, , course of events, circumstances, particulars, end result (usu. bad), outcome, economizing, economising, frugality, being thrifty"
セーラームーン,1596860,638536109710957066,"蓄える, たくわえる, 貯える","to store, to save up, to stock up on, to lay in stock, to set aside, varastoida, 보관시키다, 儲存, 储存, , to accumulate (e.g. knowledge), to build up (e.g. experience), to develop (e.g. one's skills), to grow (a beard, moustache, etc.), to wear, varata, säästää, panna talteen"
セーラームーン,1589260,638536109831787292,"落とす, おとす, 落す","to drop, to lose, to let fall, to shed (light), to cast (one's gaze), to pour in (liquid), to leave behind, pudottaa, tiputtaa, 떨어뜨리다, 掉落, 落地, , to clean off (dirt, makeup, paint, etc.), to remove (e.g. stains or facial hair), to spend money at a certain place, to omit, to leave out, to secretly let escape, to lose (a match), to reject (an applicant), to fail (a course), to defeat (in an election), to lower (e.g. shoulders or voice), to lessen (e.g. production or body weight), to worsen (quality), to reduce (e.g. rank or popularity), to speak badly of, to make light of, to fall into straitened circumstances, to fall into (e.g. a dilemma or sin), to make one's own, to have one's bid accepted, to force surrender, to take (e.g. an enemy camp or castle), to forcefully convince, to press for a confession, to deal with, to download, to copy from a computer to another medium, to make someone swoon (judo), to finish a story (e.g. with the punch line), to finish (a period, e.g. of fasting), to win over, to seduce, to conquer (unwillingness), menettää, 잃다, 丟, 丢, 失去"
セーラームーン,1409640,638536109938271823,"体内, たいない",interior of the body
セーラームーン,2842836,638536110031097030,"誓い合う, ちかいあう","to make a joint vow, to swear together, to pledge"
セーラームーン,1005470,638536110114527114,"しがみ付く, しがみつく",to cling
セーラームーン,1610900,638536110199829748,"惚ける, とぼける, 恍ける","to play dumb, to feign ignorance, to play innocent, to have a blank facial expression, , to play the fool, to be in one's dotage"
セーラームーン,1529380,638536110309392026,"眠り薬, ねむりぐすり","sleeping powder, sleeping drug, narcotic, anaesthetic, anesthetic"
セーラームーン,1460820,638536124893562906,"軟派, なんぱ, ナンパ","seducer, smooth talker, ladies' man, playboy, playgirl, , picking up women, hitting on women, moderate party, social story (in a newspaper, etc.), society columnist (of a newspaper), bearish trader, bear"
セーラームーン,2841584,638536125033969290,"借りを返す, かりをかえす","to pay back a debt, , to have one's revenge, to settle a score, to get back at someone"
セーラームーン,1573970,638536219180585814,"閻魔, えんま","Yama (king of the world of the dead, who judges the dead), Emma, Yan, Yomna, Yama, 염마, 閻摩, 阎摩, , 야마라자"
セーラームーン,1692900,638544687648902413,"邪曲, じゃきょく",wickedness
セーラームーン,1442100,638546565734929442,"伝説, でんせつ","legend, folklore, tradition, legenda, 전설(傳說), 傳說, 传说, , 전설"
セーラームーン,1545340,638550866436753014,"妖魔, ようま","ghost, apparition, aave, kummitus, haamu, henki, sielu, 유령, 환영, 혼, 고스트, 환상, 귀신, 영혼, 잡신, 鬼, 鬼魂, 幽魂, 幽靈, 幽灵, , demoni, daimoni, 데몬, 악귀(惡鬼), 요마, 악마, 邪魔, 魔鬼, 惡魔, 恶魔, 妖魔"
ダタサイエンス,2855910,638532579787745816,"高確率, こうかくりつ","high probability, todennäköisyys, 확률, 可能性, , todennäköinen, luultava, 可能"
ダタサイエンス,1273720,638532593202705034,"公算, こうさん","probability, likelihood"
ダタサイエンス,2360120,638663465627726921,"時系列分析, じけいれつぶんせき",time series analysis
ダタサイエンス,1316130,638663465673532350,"時系列, じけいれつ","chronological order, time series, aikasarja, 시계열, 時間序列"
ダタサイエンス,1544770,638665071629993822,"与件, よけん","postulate, given conditions, data"
ダンス,2805070,638536894349919667,"舞手, まいて",dancer
ダンス,1218320,638541652555105802,"伎楽, ぎがく","gigaku (genre of masked drama-dance performance), 기가쿠"
テクノロジー,1594685,638520441587309886,"遮断器, しゃだんき","circuit breaker, katkaisin, katkaisija, 회로 차단기, 斷路器, 断路器"
テクノロジー,2327500,638520441661370172,"プログラミング言語, プログラミングげんご","programming language, ohjelmointikieli, 프로그래밍 언어, 程序設計語言, 程序设计语言, 計算機語言, 计算机语言, 編程語言, 编程语言"
テクノロジー,1117110,638520441695468330,"プログラム言語, プログラムげんご","programming language, programing language, ohjelmointikieli, 프로그래밍 언어, 程序設計語言, 程序设计语言, 計算機語言, 计算机语言, 編程語言, 编程语言"
テクノロジー,1021220,638520441881006085,イコール,"equal, equivalent, 이퀄, , equals sign, equality sign, equals (as in ""A equals B"")"
テクノロジー,1054970,638520441934511122,"サーバ, サーバー","server, palvelin, 서버, 服务器, , (cake) server, (water) dispenser, server (tennis, volleyball, etc.)"
テクノロジー,2391790,638520443505836459,"利用者マニュアル, りようしゃマニュアル","user manual, user's guide"
テクノロジー,1307250,638520444030776415,"四捨五入, ししゃごにゅう","rounding (fractions), rounding half up, pyöristys, pyöristäminen, 반올림, 사사오입, 四捨五入, 四舍五入"
テクノロジー,1443620,638520444650646946,"電池, でんち","battery, cell, kenno, paristo, 셀, 전지(電池), 배터리, 电池, 電池, , 전지"
テクノロジー,1334400,638520444685902219,"充電器, じゅうでんき","(battery) charger, AC adapter, laturi, 충전기, 充電器, 充电器, , 충전기(充電器)"
テクノロジー,1499470,638520444893071916,"部内, ぶない","the staff, inside the department"
テクノロジー,2322860,638521565985351056,"ｐｉｎｇ, ピング, ピン",ping
テクノロジー,1214200,638521566896122446,"管理, かんり","control, management (e.g. of a business), johtaminen, hallinto, hallintotoimi, 관리(管理), 經營, 经营, 管理, , hallita, johtaa, hallinnoida, yritysjohtaminen, 관리, 경영, 行政, 管理学"
テクノロジー,2355420,638521569273697881,"公衆回線, こうしゅうかいせん",public line (as opposed to a private or leased line)
テクノロジー,2496040,638521571780644444,"ＳＩＭ, シム",SIM (card)
テクノロジー,2027290,638521571819693783,"マナーモード, マナー・モード","silent profile (in cell phones), silent mode, vibrate mode"
テクノロジー,1220810,638532585962399601,"機械, きかい, 器械","machine, mechanism, kone, 기계(機械), 기계(器械), 머신, 機, 机, 機器, 机器, 機械, 机械, 器械, , instrument, appliance, apparatus, moottori, 기관(機關), 모터, 엔진, 기계, 引擎, 發動機, 发动机, 馬達, 马达, 摩托, 電動機, 电动机"
テクノロジー,1479790,638532586007742891,"半導体, はんどうたい","semiconductor, solid-state, puolijohde, 반도체(半導體), 半導體, 半导体, , 반도체"
テクノロジー,1402360,638532616347692955,"装置, そうち","equipment, device, installation, apparatus, laitteisto, koneisto, mekanismi, 장치(裝置), 儀器, 仪器, 裝置, 装置, 設施, 设施, , stage setting, välineistö, laite, kone, asennus, 기구(器具), 디바이스"
テクノロジー,2830369,638532616534522293,インカメラ,"front camera (smartphone, tablet, etc.)"
テクノロジー,2830370,638532616565154605,アウトカメラ,"rear camera (smartphone, tablet, etc.)"
テクノロジー,2723310,638532616601045192,"自撮り, じどり","taking a picture or video of oneself (esp. with a smartphone camera), selfie, video selfie, self-taken picture, selfie, omakuva, meitsie, 셀피, 셀프카메라, 셀카, 自拍"
テクノロジー,2827072,638532616635173855,"自撮り棒, じどりぼう","selfie stick, selfiekeppi, 셀카봉, 自拍神器, 自拍棒, 自拍利器, 自拍棍, 自拍杆"
テクノロジー,2686360,638532618861438479,"暈け, ぼけ, ボケ","blur, lack of focus, unsharpness"
テクノロジー,1061440,638532631789345137,"シャッター, シャッタ, シヤッター, シヤッタ","(camera) shutter, suljin, 셔터, 快門, 快门, , shutter (for a door, window, etc.)"
テクノロジー,2518150,638532661652931554,"航空ショー, こうくうショー","aerial show, air show, airshow, 에어쇼, 航展"
テクノロジー,1552810,638532668883326475,"留守番電話, るすばんでんわ","answering machine, answer phone, puhelinvastaaja, vastaaja, 자동 응답기(自動應答機), 응답기(應答機), 錄音電話, 录音电话, 答錄機, 答录机, , puheposti, 음성 사서함(音聲私書函), 응답기, 語音信箱, 语音信箱, 話音郵件, 话音邮件, 電話答錄機"
テクノロジー,1079670,638532680327645566,"テクノロジー, テクノロジ","technology, teknologia, 기술(技術), 테크놀러지, 技術, 技术, 工藝, 工艺, , 테크놀로지"
テクノロジー,1225130,638532680394102367,"技術, ぎじゅつ","technology, engineering, taide, 예술(藝術), 藝術, 艺术, 工藝, 工艺, 手法, , technique, skill, art, craft, teknologia, tekniikka, taito, kyky, 미술, 기술(技術), 테크놀러지, 기술, 스킬, 技巧, 技能, 技術, 技术, 技术方法"
テクノロジー,1197610,638532701825407364,"画面, がめん","screen (of a TV, computer, etc.), kuvaruutu, 화면, 스크린, 屏幕, , image (on a screen), picture, scene, surface of a painting (picture, drawing, etc.)"
テクノロジー,1522950,638532703143217321,"本体, ほんたい, ほんだい","substance, real form, olio sinänsä, noumeeni, 물자체, 本體, 本体, 物自體, 物自体, , main part, main unit, body (of a machine), this machine, this appliance, object of worship (at a shrine, temple, etc.), noumenon, base price, pre-tax price"
トゥルークライム,1603570,638532599458961938,"掘り返す, ほりかえす, 掘返す, 堀り返す","to dig up, to turn up, to tear up, , to rake up (e.g. old scandal), to dig over"
トゥルークライム,1579320,638532623586079029,"殺戮, さつりく","slaughter, massacre, teurastus, joukkomurha, verilöyly, 학살(虐殺), 屠殺, 屠杀, 慘案, 惨案, 慘殺, 惨杀, 殺戮, 杀戮"
トゥルークライム,1259600,638532627737902293,"見殺し, みごろし",letting (someone) die without helping
トゥルークライム,2620830,638532631426071032,"首吊り自殺, くびつりじさつ",suicide by hanging
トゥルークライム,1177430,638532631486715784,"猿轡, さるぐつわ, 猿ぐつわ","(mouth) gag, suukapula, 재갈"
トゥルークライム,1520570,638532659613370604,"防犯, ぼうはん","prevention of crime, 방범, 犯罪預防, , security (device, camera, etc.)"
トゥルークライム,1392650,638532667149204117,"前科, ぜんか","previous conviction, criminal record, previous offense, previous offence, rikosrekisteri, 전과(前科), 犯罪記錄, 犯罪记录, 案底, , 전과"
トゥルークライム,1873310,638532670188674737,"警備員, けいびいん","guard, security guard, security officer, vartija, 경비원(警備員), 야경꾼, 看守者, , järjestyksenvalvoja (security for people in general), vartija (security for property or enumerated persons), 경비원, 警衛, 警卫, 保安員, 保安员, 保全員"
トゥルークライム,1154550,638532672930587396,"暗示, あんじ","hint, suggestion, alluusio, viittaus, vihje, 암시(暗示), 暗指, 含義, 含义, 寓意, , suggestio, 힌트, 실마리, 암시, 暗示"
トゥルークライム,1545820,638532674065106399,"様子, ようす, 容子","state (of affairs), situation, circumstances, ulkonäkö, 모양(模樣), 외형(外形), 외관(外觀), 樣子, 样子, , appearance, look(s), air, manner, behaviour, demeanor, sign, indication, kunto, julkiasu, ulkomuoto, tuntomerkit, tila, tilanne, 상태(狀態), 外貌, 模樣, 模样, 狀態, 状态"
トゥルークライム,1527680,638532688759770836,"未成年者, みせいねんしゃ","minor, person under age, alaikäinen, 미성년자, 未成年人, 未成年者"
トゥルークライム,2396840,638533022007123152,"指紋押捺, しもんおうなつ",fingerprinting
トゥルークライム,1591570,638533559229912680,"凶行, きょうこう, 兇行","(act of) violence, vicious crime, murder"
トゥルークライム,1188220,638534466485040960,"仮面, かめん","mask, naamari, 마스크, 가면(假面), 面具, 面罩, , disguise, guise, 탈"
トゥルークライム,1581430,638534467827171667,"打ちのめす, うちのめす, ぶちのめす","to knock down, to beat (someone) up, , to injure (someone) so badly they cannot recover (esp. emotionally), to overwhelm (with mental anguish, etc.)"
トゥルークライム,1158960,638535567985398754,"違法, いほう","illegal, illicit, unlawful, laiton, lainvastainen, 반칙, 非法, 不合法, 不法, , sääntöjen vastainen, laittomasti, 불법적-인"
トゥルークライム,2839683,638542941249777699,"命を奪う, いのちをうばう","to take someone's life, to kill someone"
トゥルークライム,1244560,638544691705724743,"苦痛, くつう","pain, agony, suffering, distress, torment, kipu, kärsimys, särky, tuska, piina, surkeus, kurjuus, 고통, 괴로움, 疼痛, 苦痛, 疼, 痛, 痛苦, , 아픔, 통증(痛症), 고통(苦痛), 苦難, 苦难, 悲慘, 悲惨, 不幸"
トゥルークライム,1351600,638545158169359902,"証拠, しょうこ","evidence, proof, koe, koestus, 증거(證據), 證據, 证据, , osoitus, näyttö, todiste, todistusaineisto, 증거"
トゥルークライム,1481610,638546569010867924,"犯罪者, はんざいしゃ","criminal, culprit, rikollinen, lainsuojaton, kriminaali, 범죄자(犯罪者), 범인(犯人), 罪犯, 犯人, , tuomittu, vanki, rangaistusvanki, syyllinen, 기결수(旣決囚), 재소자(在所者), 죄수(罪囚), 囚犯, 已決犯, 已决犯, 犯罪分子"
トゥルークライム,1299030,638546891011803638,"殺す, ころす","to kill, to slay, to murder, to slaughter, tappaa, surmata, 죽이다, 殺, 杀, 殺死, 杀死, 戕殺, 戕杀, 謀殺, 谋杀, 殘殺, 残杀, , to suppress, to block, to hamper, to destroy (e.g. talent), to eliminate (e.g. an odour), to spoil (e.g. a flavour), to kill (e.g. one's speed), to suppress (a voice, feelings, etc.), to hold back, to stifle (a yawn, laugh, etc.), to hold (one's breath), to put out (a runner), to pawn, to put in hock, murhata, tappaminen, eliminoida, listiä, 살인하다, 제거하다, 殺害, 杀害, 殺人, 杀人, 抹殺, 抹杀, 除掉"
トゥルークライム,1310740,638548496609154203,"死因, しいん","cause of death, kuolinsyy, kuolemansyy, 사인, 死因, , 사망원인"
トゥルークライム,1359870,638554593618579631,"侵入者, しんにゅうしゃ","intruder, invader, trespasser, raider, tunkeilija, tunkeutuja, 불법 침입자, 侵入者"
トゥルークライム,1226930,638554606388115298,"虐殺, ぎゃくさつ","slaughter, massacre, joukkomurha, verilöyly, teurastus, 학살(虐殺), 대학살(大虐殺), 慘殺, 惨杀, 殺戮, 杀戮, , 대학살, 학살, 大屠殺, 大屠杀, 屠殺, 屠杀, 慘案, 惨案"
トゥルークライム,1367960,638557668383578152,"人質, ひとじち","hostage, panttivanki, 인질(人質), 볼모, 人質, 人质, 俘虜, 俘虏"
トゥルークライム,2134410,638557668440505565,"人質事件, ひとじちじけん","incident involving the taking of hostages, hostage situation"
トゥルークライム,1399660,638574971210691056,"捜査, そうさ","search (esp. in criminal investigations), investigation, inquiry, enquiry, rikostutkimus, 수사, 刑事偵查"
トゥルークライム,1299050,638618942276719956,"殺害, さつがい, せつがい, せちがい","killing, murder, murha, 살인(殺人), 살해(殺害), 殺人, 杀人, 謀殺, 谋杀, , eliminoida, listiä, 제거하다, 抹殺, 抹杀, 除掉, 殺, 杀"
トゥルークライム,1263760,638618942324986765,"現場, げんば, げんじょう","actual spot, scene (of a crime, accident, etc.), näyttämö, kulissi, tapahtumapaikka, 장면(場面), 景色, 景象, 現場, 现场, 場面, 场面, , (on) site, (on) the ground, (in) the field, job site, filming location, (movie) set"
トゥルークライム,2038970,638646930103036361,"不審者, ふしんしゃ",suspicious person
トゥルークライム,1367790,638656286908991474,"人殺し, ひとごろし","murder, murderer, tappaja, 살인자(殺人者), 殺人犯, 杀人犯, , murhaaja, 兇手, 凶手, 殺手, 杀手"
トゥルークライム,2833989,638661793031445304,"大罪人, だいざいにん","serious criminal, heinous criminal"
ノラガミ,1548770,638659015182563762,"落書き, らくがき, 楽書き, 落書, 楽書","scrawl, scribble, graffiti, doodle, graffiti, töhrintä, 그래피티, 塗鴉, 涂鸦, (variants: 塗鴨 涂鸭), , harakanvarvas, riipustus, riipustella, piirrellä, 낙서"
ノラガミ,1233560,638659016190380629,"供, とも, 伴, 侶","companion, follower, attendant, retinue"
ノラガミ,1576900,638659016228141342,"音, おと, ね, おん","sound, noise, report, ääni, 소리, 음(音), 음, 음향, 聲音, 声音, 聲, 声, 響, 响, 音聲, 音声, 音響, 音响, , note, fame, Chinese-derived character reading, sooninen"
ノラガミ,1409840,638659016584345274,"対応, たいおう","correspondence (to), equivalence, tukea, olla asiakastuki, olla (e.g. (onko siinä ääniohjaus?)), olla yhteensopiva, 대응, 對應, 对应, , suitability, coordination, matching, being appropriate (for), dealing with, coping with, handling, response, reception, reaction, compatibility (with technology, software, etc.), capability, support (for), vastaavuus"
ノラガミ,2779480,638659016787588098,"藁にもすがる, わらにもすがる, 藁にも縋る, ワラにもすがる","to grasp at straws, to resort to desperate measures"
ノラガミ,1324960,638659018670902116,"主, ぬし","head (of a household, etc.), leader, master, pää-, pääasiallinen, valta, 주요하다, 首要, 重要, 主要, , owner, proprietor, proprietress, subject (of a rumour, etc.), doer (of a deed), guardian spirit (e.g. long-resident beast, usu. with mystical powers), long-time resident (or employee, etc.), husband, you, perheenpää, isäntä, työnantaja, pääosin, suurimmaksi osaksi, pääasiassa, etupäässä, pääasiallisesti, lähinnä, enimmäkseen, pitkälti, 주로"
ノラガミ,1562710,638659019379320837,"藁, わら, ワラ","straw, olki, pahna, 짚, 稈子, 秆子, 秸秆, 秸稈, , 稻草"
ノラガミ,1155060,638659019434654310,"以下, いか, 已下, いげ","not exceeding ..., not more than ..., ... and under, ... and below, ... or fewer, jäljempänä, 이하, 以下为, , below (a standard, level, etc.), beneath, less than, the following, the below-mentioned, the rest, followed by ..., including ..., ... and other (employees, officials, etc.)"
ノラガミ,1310000,638659019773307430,"指名, しめい","naming, nominating, designating, asettaa ehdolle, 지명하다, 노미네이트, 提名, 指名, , calling on, asking for, requesting, ehdollepano, nimeäminen, 지명(指名), 공천(公薦)"
ノラガミ,1487380,638659020385541860,"肘, ひじ, 肱, 臂, ヒジ","elbow, kyynärnivel, 팔꿈치, 肘, 肘部, 胳膊肘兒, 胳膊肘儿, 胳膊肘子, , kyynärpää"
ノラガミ,1616790,638659020624321483,"布教, ふきょう","propagation (e.g. a religion), proselytizing, missionary work, missio, lähetys, lähetystyö, 홍도(弘道), 포교(布敎), 전도(傳道), 선교(宣敎), 傳教活動, 传教活动"
ノラガミ,1208360,638659020655267825,"活動, かつどう","activity (of a person, organization, animal, volcano, etc.), action, aktiivisuus, toiminta, 활동, 活動, 活动, , movie (esp. during the silent movie period), aktiviteetti, tekeminen, 일, 활동(活動), 動作, 动作"
ノラガミ,1236680,638659021197048026,"恐れ入る, おそれいる, 畏れ入る","to be sorry, to beg pardon, to be much obliged, to feel small, , to be grateful, to be amazed, to be filled with awe, to be surprised, to be disconcerted, to be embarrassed"
ノラガミ,1476980,638659021413899461,"八百万, やおよろず","myriad, countless things, suunnaton määrä, myriadi, lukematon"
ノラガミ,2658120,638659021532134651,"八百万の神, やおよろずのかみ, 八百万神","all the gods and goddesses, all the deities"
ノラガミ,1525530,638659021812292759,"末端, まったん","end, tip, extremities, terminal, äärimmäinen, laita-, ääri-, laitimmainen, reuna-, 盡頭, 尽头, , ääripää, ääriraja, ääri, 末端"
ノラガミ,1337190,638659025883247760,"宿, やど","lodging, inn, hotel, hotelli, 호텔, 여관(旅館), 旅館, 旅馆, 賓館, 宾馆, 飯店, 饭店, 酒店, 招待所, 旅社, , house, home, dwelling, home of a servant's parents (or guarantor, etc.)"
